Título,Comentario,Puntaje,processed_text,lemmatized_text,topic
"What an awful experience,it is very…","What an awful experience,it is very difficult to have a conversation over the telephone due to the language barrier. Too many problems so cancelled. Under no circumstances would I use ABNB. I am awaiting my refund. Be warned",1,"['awful', 'experienceit', 'difficult', 'conversation', 'telephone', 'due', 'language', 'barrier', 'many', 'problem', 'cancelled', 'circumstance', 'would', 'use', 'abnb', 'awaiting', 'refund', 'warned']","['What', 'an', 'awful', 'experience', ',', 'it', 'is', 'very', 'difficult', 'to', 'have', 'a', 'conversation', 'over', 'the', 'telephone', 'due', 'to', 'the', 'language', 'barrier', '.', 'Too', 'many', 'problem', 'so', 'cancelled', '.', 'Under', 'no', 'circumstance', 'would', 'I', 'use', 'ABNB', '.', 'I', 'am', 'awaiting', 'my', 'refund', '.', 'Be', 'warned']",negative
Airbnb allowing hosts extort money from…,"Airbnb allowing hosts extort money from the guests.By mistake I booked an accommodation for 1 person instead of 3. While amending the booking, the host asked 3 times the cost of the apartment. ( 330€ instead of 110€). Normally only extra city tax was to apply. I rejected host’s offer and he cancelled my booking. I lost the money I paid and the host refused me to check in (even alone).Despite of me providing the screenshot of differential I had to pay on this apartment (extra city tax),I was explained by Airbnb that I had to accept the amendment (330€)..I had the impression that all people of Airbnb support were merely bots 🤖",1,"['airbnb', 'allowing', 'host', 'extort', 'money', 'guestsby', 'mistake', 'booked', 'accommodation', 'person', 'instead', 'amending', 'booking', 'host', 'asked', 'time', 'cost', 'apartment', 'instead', 'normally', 'extra', 'city', 'tax', 'apply', 'rejected', 'host', 'offer', 'cancelled', 'booking', 'lost', 'money', 'paid', 'host', 'refused', 'check', 'even', 'alonedespite', 'providing', 'screenshot', 'differential', 'pay', 'apartment', 'extra', 'city', 'taxi', 'explained', 'airbnb', 'accept', 'amendment', 'impression', 'people', 'airbnb', 'support', 'merely', 'bot']","['Airbnb', 'allowing', 'host', 'extort', 'money', 'from', 'the', 'guests.By', 'mistake', 'I', 'booked', 'an', 'accommodation', 'for', '1', 'person', 'instead', 'of', '3', '.', 'While', 'amending', 'the', 'booking', ',', 'the', 'host', 'asked', '3', 'time', 'the', 'cost', 'of', 'the', 'apartment', '.', '(', '330€', 'instead', 'of', '110€', ')', '.', 'Normally', 'only', 'extra', 'city', 'tax', 'wa', 'to', 'apply', '.', 'I', 'rejected', 'host', '’', 's', 'offer', 'and', 'he', 'cancelled', 'my', 'booking', '.', 'I', 'lost', 'the', 'money', 'I', 'paid', 'and', 'the', 'host', 'refused', 'me', 'to', 'check', 'in', '(', 'even', 'alone', ')', '.Despite', 'of', 'me', 'providing', 'the', 'screenshot', 'of', 'differential', 'I', 'had', 'to', 'pay', 'on', 'this', 'apartment', '(', 'extra', 'city', 'tax', ')', ',', 'I', 'wa', 'explained', 'by', 'Airbnb', 'that', 'I', 'had', 'to', 'accept', 'the', 'amendment', '(', '330€', ')', '..', 'I', 'had', 'the', 'impression', 'that', 'all', 'people', 'of', 'Airbnb', 'support', 'were', 'merely', 'bot', '🤖']",service
Avoid at all cost,"Man, the rating on Trustpilot and their stock performance over the last 5 years really speaks for itself.Company loosing it value.Per definition.Honestly, Airbnb has the best UI. But underneath the facade, the company is super ugly.Honestly, I would try to avoid them at all cost.I got blocked because one host wasn't returning my property and kept lying to me that he could not access the apartment, even though I saw the profile was being booked.I told him he will see I will go to the police.Then Airbnb just blocked me without naming any specific reason.Because they support thieves, don't hold them accountable and even support them.Emotionally immature, incompetent company.AVOID AT ALL COST.",1,"['man', 'rating', 'trustpilot', 'stock', 'performance', 'last', 'year', 'really', 'speaks', 'itselfcompany', 'loosing', 'valueper', 'definitionhonestly', 'airbnb', 'best', 'ui', 'underneath', 'facade', 'company', 'super', 'uglyhonestly', 'would', 'try', 'avoid', 'costi', 'got', 'blocked', 'one', 'host', 'returning', 'property', 'kept', 'lying', 'could', 'access', 'apartment', 'even', 'though', 'saw', 'profile', 'bookedi', 'told', 'see', 'go', 'policethen', 'airbnb', 'blocked', 'without', 'naming', 'specific', 'reasonbecause', 'support', 'thief', 'hold', 'accountable', 'even', 'support', 'thememotionally', 'immature', 'incompetent', 'companyavoid', 'cost']","['Man', ',', 'the', 'rating', 'on', 'Trustpilot', 'and', 'their', 'stock', 'performance', 'over', 'the', 'last', '5', 'year', 'really', 'speaks', 'for', 'itself.Company', 'loosing', 'it', 'value.Per', 'definition.Honestly', ',', 'Airbnb', 'ha', 'the', 'best', 'UI', '.', 'But', 'underneath', 'the', 'facade', ',', 'the', 'company', 'is', 'super', 'ugly.Honestly', ',', 'I', 'would', 'try', 'to', 'avoid', 'them', 'at', 'all', 'cost.I', 'got', 'blocked', 'because', 'one', 'host', 'wa', ""n't"", 'returning', 'my', 'property', 'and', 'kept', 'lying', 'to', 'me', 'that', 'he', 'could', 'not', 'access', 'the', 'apartment', ',', 'even', 'though', 'I', 'saw', 'the', 'profile', 'wa', 'being', 'booked.I', 'told', 'him', 'he', 'will', 'see', 'I', 'will', 'go', 'to', 'the', 'police.Then', 'Airbnb', 'just', 'blocked', 'me', 'without', 'naming', 'any', 'specific', 'reason.Because', 'they', 'support', 'thief', ',', 'do', ""n't"", 'hold', 'them', 'accountable', 'and', 'even', 'support', 'them.Emotionally', 'immature', ',', 'incompetent', 'company.AVOID', 'AT', 'ALL', 'COST', '.']",service
Airbnb offers NO real protection,"​Booked an Airbnb for £1,577 (2 nights, 6 bedrooms, 4 bathrooms). Reality: no hot water for hours, one bathroom unusable all day, tradesmen drilling inside for 5+ hours — with multiple babies in the house.Airbnb’s “Guest Refund Policy” promises protection if essential amenities fail or if the property isn’t as described. All applied, yet they dismissed it as “no violation” and offered a token $200. Only by going through my credit card company did I claw the money back.Airbnb does not protect guests. Their policies mean nothing in practice. Book with extreme caution — you’re on your own if things go wrong.",1,"['booked', 'airbnb', 'night', 'bedroom', 'bathroom', 'reality', 'hot', 'water', 'hour', 'one', 'bathroom', 'unusable', 'day', 'tradesman', 'drilling', 'inside', 'hour', 'multiple', 'baby', 'houseairbnbs', 'guest', 'refund', 'policy', 'promise', 'protection', 'essential', 'amenity', 'fail', 'property', 'described', 'applied', 'yet', 'dismissed', 'violation', 'offered', 'token', 'going', 'credit', 'card', 'company', 'claw', 'money', 'backairbnb', 'protect', 'guest', 'policy', 'mean', 'nothing', 'practice', 'book', 'extreme', 'caution', 'thing', 'go', 'wrong']","['\u200bBooked', 'an', 'Airbnb', 'for', '£1,577', '(', '2', 'night', ',', '6', 'bedroom', ',', '4', 'bathroom', ')', '.', 'Reality', ':', 'no', 'hot', 'water', 'for', 'hour', ',', 'one', 'bathroom', 'unusable', 'all', 'day', ',', 'tradesman', 'drilling', 'inside', 'for', '5+', 'hour', '—', 'with', 'multiple', 'baby', 'in', 'the', 'house.Airbnb', '’', 's', '“', 'Guest', 'Refund', 'Policy', '”', 'promise', 'protection', 'if', 'essential', 'amenity', 'fail', 'or', 'if', 'the', 'property', 'isn', '’', 't', 'a', 'described', '.', 'All', 'applied', ',', 'yet', 'they', 'dismissed', 'it', 'a', '“', 'no', 'violation', '”', 'and', 'offered', 'a', 'token', '$', '200', '.', 'Only', 'by', 'going', 'through', 'my', 'credit', 'card', 'company', 'did', 'I', 'claw', 'the', 'money', 'back.Airbnb', 'doe', 'not', 'protect', 'guest', '.', 'Their', 'policy', 'mean', 'nothing', 'in', 'practice', '.', 'Book', 'with', 'extreme', 'caution', '—', 'you', '’', 're', 'on', 'your', 'own', 'if', 'thing', 'go', 'wrong', '.']",other
Airbnb is showing outrageous injustice,"Airbnb is showing outrageous injustice. People from Russia cannot use the service just because they live in Russia. This is pure discrimination based on nationality. Airbnb is depriving a huge group of people of the right to use its platform, to travel freely, and to choose accommodation — following double standards instead of principles of equality and accessibility.Such treatment of customers is absolutely unacceptable in the modern world. Instead of bringing people together, the platform deliberately divides them and punishes them for their origin and place of residence.Airbnb must reconsider this shameful practice, otherwise it will remain branded as a company that violates basic human rights and discriminates on the basis of nationality.",1,"['airbnb', 'showing', 'outrageous', 'injustice', 'people', 'russia', 'use', 'service', 'live', 'russia', 'pure', 'discrimination', 'based', 'nationality', 'airbnb', 'depriving', 'huge', 'group', 'people', 'right', 'use', 'platform', 'travel', 'freely', 'choose', 'accommodation', 'following', 'double', 'standard', 'instead', 'principle', 'equality', 'accessibilitysuch', 'treatment', 'customer', 'absolutely', 'unacceptable', 'modern', 'world', 'instead', 'bringing', 'people', 'together', 'platform', 'deliberately', 'divide', 'punishes', 'origin', 'place', 'residenceairbnb', 'must', 'reconsider', 'shameful', 'practice', 'otherwise', 'remain', 'branded', 'company', 'violates', 'basic', 'human', 'right', 'discriminates', 'basis', 'nationality']","['Airbnb', 'is', 'showing', 'outrageous', 'injustice', '.', 'People', 'from', 'Russia', 'can', 'not', 'use', 'the', 'service', 'just', 'because', 'they', 'live', 'in', 'Russia', '.', 'This', 'is', 'pure', 'discrimination', 'based', 'on', 'nationality', '.', 'Airbnb', 'is', 'depriving', 'a', 'huge', 'group', 'of', 'people', 'of', 'the', 'right', 'to', 'use', 'it', 'platform', ',', 'to', 'travel', 'freely', ',', 'and', 'to', 'choose', 'accommodation', '—', 'following', 'double', 'standard', 'instead', 'of', 'principle', 'of', 'equality', 'and', 'accessibility.Such', 'treatment', 'of', 'customer', 'is', 'absolutely', 'unacceptable', 'in', 'the', 'modern', 'world', '.', 'Instead', 'of', 'bringing', 'people', 'together', ',', 'the', 'platform', 'deliberately', 'divide', 'them', 'and', 'punishes', 'them', 'for', 'their', 'origin', 'and', 'place', 'of', 'residence.Airbnb', 'must', 'reconsider', 'this', 'shameful', 'practice', ',', 'otherwise', 'it', 'will', 'remain', 'branded', 'a', 'a', 'company', 'that', 'violates', 'basic', 'human', 'right', 'and', 'discriminates', 'on', 'the', 'basis', 'of', 'nationality', '.']",service
Have been waiting on their reaction on…,"Have been waiting on their reaction on an appeal I've sent...It's been 22 months and they still haven't responded.I can't contact them via their website, because I am still waiting on their reaction; even though they state that they respond within 7 days.Would definitely not recommend their customer service",1,"['waiting', 'reaction', 'appeal', 'sentit', 'month', 'still', 'respondedi', 'contact', 'via', 'website', 'still', 'waiting', 'reaction', 'even', 'though', 'state', 'respond', 'within', 'dayswould', 'definitely', 'recommend', 'customer', 'service']","['Have', 'been', 'waiting', 'on', 'their', 'reaction', 'on', 'an', 'appeal', 'I', ""'ve"", 'sent', '...', 'It', ""'s"", 'been', '22', 'month', 'and', 'they', 'still', 'have', ""n't"", 'responded.I', 'ca', ""n't"", 'contact', 'them', 'via', 'their', 'website', ',', 'because', 'I', 'am', 'still', 'waiting', 'on', 'their', 'reaction', ';', 'even', 'though', 'they', 'state', 'that', 'they', 'respond', 'within', '7', 'days.Would', 'definitely', 'not', 'recommend', 'their', 'customer', 'service']",service
Excellent Customer Services…,"I had to contact Airbnb as my recent trip did not meet my expectations on may levels - the host's problem I may add.  Airbnb handled my concerns with extreme empathy, kept me updated and even called me.  My issue was resolved within 36 hours of me first raising the issue.  I found this style of customer care to be outstanding. Thank you, especially Minhaj & May (Case manager) for really helping me to go from unhappy (due to my trip) to happy. ☺.",5,"['contact', 'airbnb', 'recent', 'trip', 'meet', 'expectation', 'may', 'level', 'host', 'problem', 'may', 'add', 'airbnb', 'handled', 'concern', 'extreme', 'empathy', 'kept', 'updated', 'even', 'called', 'issue', 'resolved', 'within', 'hour', 'first', 'raising', 'issue', 'found', 'style', 'customer', 'care', 'outstanding', 'thank', 'especially', 'minhaj', 'may', 'case', 'manager', 'really', 'helping', 'go', 'unhappy', 'due', 'trip', 'happy']","['I', 'had', 'to', 'contact', 'Airbnb', 'a', 'my', 'recent', 'trip', 'did', 'not', 'meet', 'my', 'expectation', 'on', 'may', 'level', '-', 'the', 'host', ""'s"", 'problem', 'I', 'may', 'add', '.', 'Airbnb', 'handled', 'my', 'concern', 'with', 'extreme', 'empathy', ',', 'kept', 'me', 'updated', 'and', 'even', 'called', 'me', '.', 'My', 'issue', 'wa', 'resolved', 'within', '36', 'hour', 'of', 'me', 'first', 'raising', 'the', 'issue', '.', 'I', 'found', 'this', 'style', 'of', 'customer', 'care', 'to', 'be', 'outstanding', '.', 'Thank', 'you', ',', 'especially', 'Minhaj', '&', 'May', '(', 'Case', 'manager', ')', 'for', 'really', 'helping', 'me', 'to', 'go', 'from', 'unhappy', '(', 'due', 'to', 'my', 'trip', ')', 'to', 'happy', '.', '☺', '.']",other
System Cybersecurity Threat Weaknesses,"My experience with Airbnb highlights failures that raise not only customer service concerns but also potential regulatory and legal exposure.Prior to my stay, the host contacted me through Airbnb’s own platform and attempted to coerce me into providing payment details via an off-platform website under threat of cancellation. The link triggered an immediate phishing/security alert in my browser. When I reported this, Airbnb customer service advised me to “keep trying.” Instructing a consumer to bypass a security warning and reattempt access to a suspected phishing site represents a reckless disregard for data security. This response is inconsistent with basic cybersecurity standards and could place Airbnb in violation of consumer protection and data security obligations under U.S. federal and state law. A former member of Airbnb’s own legal department later acknowledged this as a serious lapse.Following the stay, matters deteriorated further. Weeks after checkout—and beyond Airbnb’s review and dispute window—the host accused me of stealing a spoon and demanded $10. This baseless allegation, unsupported by any timely evidence, was nevertheless entertained by Airbnb. By siding with the host, Airbnb effectively validated a frivolous claim, raising additional concerns about the integrity of its dispute resolution process.Together, these incidents reflect systemic weaknesses in Airbnb’s handling of cybersecurity threats and post-stay disputes. They expose guests to fraud, undermine trust in the platform, and suggest possible breaches of Airbnb’s duty of care and obligations under consumer protection law.",1,"['experience', 'airbnb', 'highlight', 'failure', 'raise', 'customer', 'service', 'concern', 'also', 'potential', 'regulatory', 'legal', 'exposureprior', 'stay', 'host', 'contacted', 'airbnbs', 'platform', 'attempted', 'coerce', 'providing', 'payment', 'detail', 'via', 'offplatform', 'website', 'threat', 'cancellation', 'link', 'triggered', 'immediate', 'phishingsecurity', 'alert', 'browser', 'reported', 'airbnb', 'customer', 'service', 'advised', 'keep', 'trying', 'instructing', 'consumer', 'bypass', 'security', 'warning', 'reattempt', 'access', 'suspected', 'phishing', 'site', 'represents', 'reckless', 'disregard', 'data', 'security', 'response', 'inconsistent', 'basic', 'cybersecurity', 'standard', 'could', 'place', 'airbnb', 'violation', 'consumer', 'protection', 'data', 'security', 'obligation', 'yous', 'federal', 'state', 'law', 'former', 'member', 'airbnbs', 'legal', 'department', 'later', 'acknowledged', 'serious', 'lapsefollowing', 'stay', 'matter', 'deteriorated', 'week', 'checkoutand', 'beyond', 'airbnbs', 'review', 'dispute', 'windowthe', 'host', 'accused', 'stealing', 'spoon', 'demanded', 'baseless', 'allegation', 'unsupported', 'timely', 'evidence', 'nevertheless', 'entertained', 'airbnb', 'siding', 'host', 'airbnb', 'effectively', 'validated', 'frivolous', 'claim', 'raising', 'additional', 'concern', 'integrity', 'dispute', 'resolution', 'processtogether', 'incident', 'reflect', 'systemic', 'weakness', 'airbnbs', 'handling', 'cybersecurity', 'threat', 'poststay', 'dispute', 'expose', 'guest', 'fraud', 'undermine', 'trust', 'platform', 'suggest', 'possible', 'breach', 'airbnbs', 'duty', 'care', 'obligation', 'consumer', 'protection', 'law']","['My', 'experience', 'with', 'Airbnb', 'highlight', 'failure', 'that', 'raise', 'not', 'only', 'customer', 'service', 'concern', 'but', 'also', 'potential', 'regulatory', 'and', 'legal', 'exposure.Prior', 'to', 'my', 'stay', ',', 'the', 'host', 'contacted', 'me', 'through', 'Airbnb', '’', 's', 'own', 'platform', 'and', 'attempted', 'to', 'coerce', 'me', 'into', 'providing', 'payment', 'detail', 'via', 'an', 'off-platform', 'website', 'under', 'threat', 'of', 'cancellation', '.', 'The', 'link', 'triggered', 'an', 'immediate', 'phishing/security', 'alert', 'in', 'my', 'browser', '.', 'When', 'I', 'reported', 'this', ',', 'Airbnb', 'customer', 'service', 'advised', 'me', 'to', '“', 'keep', 'trying.', '”', 'Instructing', 'a', 'consumer', 'to', 'bypass', 'a', 'security', 'warning', 'and', 'reattempt', 'access', 'to', 'a', 'suspected', 'phishing', 'site', 'represents', 'a', 'reckless', 'disregard', 'for', 'data', 'security', '.', 'This', 'response', 'is', 'inconsistent', 'with', 'basic', 'cybersecurity', 'standard', 'and', 'could', 'place', 'Airbnb', 'in', 'violation', 'of', 'consumer', 'protection', 'and', 'data', 'security', 'obligation', 'under', 'U.S.', 'federal', 'and', 'state', 'law', '.', 'A', 'former', 'member', 'of', 'Airbnb', '’', 's', 'own', 'legal', 'department', 'later', 'acknowledged', 'this', 'a', 'a', 'serious', 'lapse.Following', 'the', 'stay', ',', 'matter', 'deteriorated', 'further', '.', 'Weeks', 'after', 'checkout—and', 'beyond', 'Airbnb', '’', 's', 'review', 'and', 'dispute', 'window—the', 'host', 'accused', 'me', 'of', 'stealing', 'a', 'spoon', 'and', 'demanded', '$', '10', '.', 'This', 'baseless', 'allegation', ',', 'unsupported', 'by', 'any', 'timely', 'evidence', ',', 'wa', 'nevertheless', 'entertained', 'by', 'Airbnb', '.', 'By', 'siding', 'with', 'the', 'host', ',', 'Airbnb', 'effectively', 'validated', 'a', 'frivolous', 'claim', ',', 'raising', 'additional', 'concern', 'about', 'the', 'integrity', 'of', 'it', 'dispute', 'resolution', 'process.Together', ',', 'these', 'incident', 'reflect', 'systemic', 'weakness', 'in', 'Airbnb', '’', 's', 'handling', 'of', 'cybersecurity', 'threat', 'and', 'post-stay', 'dispute', '.', 'They', 'expose', 'guest', 'to', 'fraud', ',', 'undermine', 'trust', 'in', 'the', 'platform', ',', 'and', 'suggest', 'possible', 'breach', 'of', 'Airbnb', '’', 's', 'duty', 'of', 'care', 'and', 'obligation', 'under', 'consumer', 'protection', 'law', '.']",service
Completely greedy corporation,Completely greedy corporation. Rigged reviews.,1,"['completely', 'greedy', 'corporation', 'rigged', 'review']","['Completely', 'greedy', 'corporation', '.', 'Rigged', 'review', '.']",other
This platform is such a pain to deal with,"I have been using Airbnb for 12 years but so wish there was a good alternative. Customer service is absolutely useless, even harmful. As a guest, I was scammed by hosts and the customer service in fact facilitated that. As a host and guest, I have repeatedly experienced that customer service attendants lack basic reading comprehension to understand and respond to simple questions.",1,"['using', 'airbnb', 'year', 'wish', 'good', 'alternative', 'customer', 'service', 'absolutely', 'useless', 'even', 'harmful', 'guest', 'scammed', 'host', 'customer', 'service', 'fact', 'facilitated', 'host', 'guest', 'repeatedly', 'experienced', 'customer', 'service', 'attendant', 'lack', 'basic', 'reading', 'comprehension', 'understand', 'respond', 'simple', 'question']","['I', 'have', 'been', 'using', 'Airbnb', 'for', '12', 'year', 'but', 'so', 'wish', 'there', 'wa', 'a', 'good', 'alternative', '.', 'Customer', 'service', 'is', 'absolutely', 'useless', ',', 'even', 'harmful', '.', 'As', 'a', 'guest', ',', 'I', 'wa', 'scammed', 'by', 'host', 'and', 'the', 'customer', 'service', 'in', 'fact', 'facilitated', 'that', '.', 'As', 'a', 'host', 'and', 'guest', ',', 'I', 'have', 'repeatedly', 'experienced', 'that', 'customer', 'service', 'attendant', 'lack', 'basic', 'reading', 'comprehension', 'to', 'understand', 'and', 'respond', 'to', 'simple', 'question', '.']",service
